ExAC_zScore_pLI	ExAC_zScore_indel	min_D_Frequency	gene_count	morbidGene_count
21	1.62270207159635	-1.0	194	25
0	-10.0	0.10129061	3	0
0	-10.0	0.0010189	8	1
0	-2.53125239294469	0.00220182	5	1
0	-10.0	0.0	0	0
0	-10.0	0.08029197	1	0
1	0.259158340441335	-1.0	7	1
1	-2.20556738605708	0.0040571	39	2
2	1.6684022509197398	-1.0	3	0
0	-10.0	0.02481183	1	0
0	-10.0	0.00953337	2	2
0	-0.910013642703016	-1.0	1	0
4	0.632071586577986	-1.0	43	6
1	1.01592430401193	-1.0	2	0
0	0.6490136634916479	-1.0	2	1
0	-10.0	0.0	1	0
0	-0.0037294281414346295	-1.0	2	1
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
1	0.42315689651031896	-1.0	5	1
0	-10.0	0.01483122	4	0
2	-2.16344379599169	-1.0	2	0
146	2.8635851780584	-1.0	1339	145
0	0.00458576777640149	-1.0	1	0
1	-10.0	0.16383845	2	1
0	-2.21394792459171	0.00040437	4	0
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
0	1.071537589513	-1.0	1	0
0	-1.1194537191288798	-1.0	1	1
0	-0.1915655210250881	-1.0	1	0
3	-0.276553449993883	-1.0	52	7
1	-0.289172292908862	-1.0	2	2
0	0.459493849293089	-1.0	4	0
0	-10.0	0.00051004	2	0
0	-0.205866516036128	0.05263158	12	1
2	-2.02450105591732	0.00016489	4	0
0	-10.0	0.0	0	0
1	-10.0	-1.0	1	0
1	0.14932937043713	-1.0	1	1
0	-10.0	-1.0	4	0
1	-0.118559347933387	-1.0	1	1
0	-10.0	0.03259141	5	0
0	-2.53125239294469	-1.0	2	0
5	0.9413461978157808	-1.0	36	6
0	-10.0	0.0	0	0
0	-10.0	0.0	15	0
0	0.00368638133340149	-1.0	2	1
0	-1.823595483141	-1.0	1	0
1	-10.0	0.16383845	2	1
0	0.331001753343709	0.0	117	0
0	-10.0	-1.0	4	0
13	1.58958723987986	-1.0	148	16
2	0.5792667018532901	-1.0	8	1
0	-10.0	0.00191819	2	0
0	-0.25081307529771	-1.0	3	1
0	0.481229139524538	-1.0	5	1
0	-10.0	0.14920022	1	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	0
0	-10.0	-1.0	1	0
14	1.2760848261427	-1.0	106	12
0	-2.53125239294469	0.00146642	4	0
1	1.19541983178201	-1.0	2	0
2	-2.40440353152348	-1.0	7	0
0	-10.0	0.0	1	0
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
1	-10.0	-1.0	14	0
0	-10.0	0.00034486	4	0
0	-10.0	0.04541088	7	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	8	0
0	-2.53125239294469	-1.0	15	2
0	-10.0	0.0	0	0
2	1.4819776792291	-1.0	4	3
0	-10.0	0.05882353	3	0
0	-2.53125239294469	0.00311269	4	0
1	-2.53125239294469	0.00090461	5	1
1	-0.112494553851852	-1.0	2	0
0	0.4525533948864461	-1.0	1	0
1	2.12635230559952	-1.0	4	1
0	1.42287977291244	0.0	29	0
1	0.111911912806637	-1.0	2	0
0	-10.0	0.0	0	0
3	-10.0	-1.0	12	1
1	-1.7255192173659	0.00045954	10	2
1	2.12635230559952	-1.0	1	1
0	-2.53125239294469	-1.0	1	0
1	0.397712598854602	-1.0	18	1
0	-2.53125239294469	0.00348968	1	0
13	1.79890184043068	-1.0	97	18
0	-10.0	-1.0	1	0
1	-10.0	0.16539408	2	1
1	-10.0	-1.0	4	0
0	-10.0	0.00120366	1	0
0	-1.15674497495667	0.0016140999999999998	4	0
0	-10.0	-1.0	6	0
150	1.99895766730255	-1.0	1452	163
1	1.4501009091798898	0.0011957	2	1
0	-10.0	-1.0	2	0
0	-10.0	0.00814617	28	0
0	-0.276965016632095	-1.0	2	0
0	-1.20830830104818	0.00038659	17	4
1	-10.0	-1.0	6	1
0	0.8533767019897671	-1.0	4	0
0	0.9712393548160808	-1.0	1	0
5	-10.0	-1.0	9	4
0	-10.0	0.00339412	3	0
0	-0.328886992869904	-1.0	3	1
14	1.61561745402104	-1.0	143	20
0	-1.59832093214539	0.00219058	2	0
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
2	0.955282766165513	-1.0	15	3
0	-10.0	-1.0	17	0
0	-10.0	0.00063516	3	0
9	-10.0	-1.0	27	11
1	-2.53125239294469	-1.0	1	1
0	-10.0	0.0	0	0
2	0.417526790597051	-1.0	3	2
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	2	0
19	-10.0	-1.0	69	14
24	1.08521435998972	-1.0	337	38
1	-2.53125239294469	0.00221938	4	1
4	1.08521435998972	-1.0	14	3
1	-10.0	-1.0	19	2
0	-10.0	-1.0	1	0
0	-10.0	0.00814617	28	0
41	-10.0	-1.0	233	31
0	-10.0	0.0	0	0
0	-10.0	0.01374119	1	0
0	-10.0	0.00445379	7	1
0	-10.0	0.0	0	0
1	-10.0	-1.0	5	0
0	1.42287977291244	0.0	33	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	1
0	-10.0	0.00479366	17	0
0	-10.0	0.00010212	3	1
0	1.42287977291244	0.0	29	0
0	-2.53125239294469	0.0	46	0
0	0.2302543957324069	-1.0	2	0
0	-2.16633155939447	0.00016175	3	0
1	-0.58359410731533	-1.0	7	0
0	-10.0	0.0	0	0
0	0.917174406819207	-1.0	2	0
0	-10.0	0.0	0	0
0	-10.0	0.00440476	1	0
0	-10.0	0.00369402	2	0
0	-10.0	0.0	2	0
0	-10.0	-1.0	1	0
0	-10.0	0.00901753	4	1
0	1.20702378077388	0.0	129	0
0	-10.0	-1.0	2	0
0	-10.0	-1.0	1	0
5	-10.0	-1.0	17	6
0	-2.20556738605708	0.0	21	0
0	-0.646605142763766	0.00234876	3	0
0	0.852306220891235	-1.0	8	2
0	-10.0	0.0	0	0
26	2.06191737480244	-1.0	271	34
1	1.4117752478481	-1.0	1	1
0	-10.0	-1.0	1	1
1	0.980975543614946	-1.0	5	0
0	0.5873445464070961	-1.0	6	0
0	-10.0	0.0	0	0
0	1.06104772823246	-1.0	1	1
0	0.9566077327268472	-1.0	1	0
0	-10.0	0.0	0	0
0	-10.0	0.22603753	2	0
0	-10.0	0.00116389	1	0
1	0.955282766165513	-1.0	1	1
1	-1.28084249780111	-1.0	1	1
1	0.407765147230398	-1.0	3	0
0	-10.0	0.01399825	4	0
1	-10.0	0.16383845	2	1
34	0.8625465803691809	-1.0	251	33
7	0.92089419949657	-1.0	161	12
0	1.61561745402104	0.0	230	0
1	0.7207887255085892	-1.0	2	1
0	-0.35946883254614204	-1.0	4	0
0	-10.0	-1.0	4	1
0	0.8154103838095179	0.00097013	4	0
0	-10.0	0.0	0	0
0	0.679526720471121	-1.0	1	1
0	0.632563101378044	-1.0	21	1
1	-1.1594566716201102	-1.0	6	2
1	-10.0	-1.0	2	1
0	-2.53125239294469	0.0	18	0
7	1.40216995277265	-1.0	68	4
0	-0.144496835285383	-1.0	1	1
0	-10.0	-1.0	4	1
22	1.66465615150015	-1.0	164	20
0	-10.0	0.04261586	6	0
13	0.61442341207725	-1.0	160	29
0	-10.0	0.10129061	3	0
0	-10.0	-1.0	13	0
5	0.423779502262322	-1.0	67	19
0	-10.0	-1.0	1	0
9	1.9107837988808605	-1.0	80	8
0	-1.20830830104818	0.0	81	0
0	0.6490136634916479	-1.0	2	1
23	-10.0	-1.0	89	25
1	-2.20556738605708	0.10534376	19	2
1	-2.25211060378476	-1.0	4	1
0	-2.53125239294469	0.00015318	4	0
0	-10.0	0.00294777	2	0
26	2.63070075112083	-1.0	548	31
3	1.101797233326	-1.0	27	2
0	-1.9561711804900697	-1.0	1	0
6	0.92089419949657	-1.0	150	8
0	-1.31385545767678	0.00014535	4	0
0	-10.0	0.0	2	0
1	-1.05967432668669	-1.0	6	0
1	1.23279797144853	-1.0	1	1
1	0.29223184494625604	-1.0	9	4
0	1.071537589513	0.00035411	1	0
0	-10.0	-1.0	1	0
0	0.5197513475589429	-1.0	4	0
11	1.58687489670477	-1.0	202	21
0	-10.0	-1.0	1	0
0	-10.0	-1.0	1	0
0	-10.0	0.0	1	0
0	-10.0	-1.0	1	0
150	1.99895766730255	-1.0	1453	163
0	0.12228136711030198	0.00016175	2	0
7	0.626957518615223	-1.0	79	6
13	1.57658159425034	-1.0	70	9
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
0	-0.250940445381768	-1.0	1	0
1	0.656841527645286	-1.0	10	2
0	-10.0	0.0	24	0
0	-10.0	-1.0	2	0
0	-2.53125239294469	0.0012624	2	1
5	-1.20830830104818	-1.0	67	9
1	0.363194007709186	0.20833333	2	1
0	-10.0	0.008318700000000002	2	0
0	1.071537589513	0.00035411	1	0
0	-10.0	-1.0	3	0
8	1.10679793011446	-1.0	60	7
1	-0.289172292908862	-1.0	2	2
0	0.6490136634916479	-1.0	2	1
0	-2.53125239294469	0.00082781	4	0
0	-0.246979556633506	0.05263158	1	0
7	0.331001753343709	-1.0	128	9
6	0.621193019501797	-1.0	50	7
0	-2.53125239294469	-1.0	10	0
36	1.2848144484984498	-1.0	363	44
1	-0.432643711230335	-1.0	5	0
0	-0.14129509688309194	-1.0	6	2
0	0.771181048891503	-1.0	3	0
0	-10.0	0.0	0	0
0	-10.0	0.00078933	2	0
9	1.9107837988808605	-1.0	86	8
0	-10.0	0.00439327	2	1
0	-2.53125239294469	0.00027693	1	0
0	-10.0	-1.0	24	0
0	-10.0	0.03483204	8	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	3	0
67	1.69384616568147	-1.0	583	73
1	0.766992821829675	-1.0	5	1
0	-2.53125239294469	0.00316638	1	0
0	-1.7664223740567402	-1.0	1	0
0	-10.0	-1.0	3	0
0	-10.0	0.0	0	0
0	-2.53125239294469	-1.0	7	3
0	0.604431563426869	-1.0	2	0
6	1.52490176150213	-1.0	44	9
0	-1.22133925894498	-1.0	1	0
1	2.12635230559952	-1.0	1	1
0	-10.0	0.0	0	0
2	-10.0	-1.0	13	2
0	-10.0	0.00282369	2	1
0	-10.0	0.00953337	2	2
0	0.9628185928379648	-1.0	2	0
9	1.9107837988808605	-1.0	86	8
0	-10.0	0.0	1155	0
0	-10.0	-1.0	15	0
1	0.8511143776975949	-1.0	2	0
27	2.1171671566195904	-1.0	238	25
0	-10.0	0.00024262	2	0
34	2.06191737480244	-1.0	351	46
3	0.58733487205428	-1.0	75	5
0	-0.195766090886116	-1.0	1	1
0	-10.0	0.0	0	0
0	0.331001753343709	0.0	140	0
1	-10.0	0.00492407	5	1
0	-10.0	0.00257571	1	0
1	-10.0	0.16383845	2	1
0	-0.35946883254614204	-1.0	3	0
0	-1.59832093214539	-1.0	4	0
9	0.331001753343709	-1.0	166	12
0	-10.0	-1.0	1	0
4	-1.83657646193973	-1.0	49	6
0	-10.0	0.00486832	1	0
0	1.42287977291244	0.0	33	0
1	0.29791356373093897	0.00021802	2	1
0	-10.0	-1.0	4	0
0	-10.0	0.0	0	0
1	-2.53125239294469	0.00495201	3	0
0	-10.0	-1.0	1	0
28	1.85575794331124	-1.0	266	27
1	0.5920842096191921	-1.0	1	0
0	-1.83657646193973	0.0	32	0
0	-10.0	-1.0	1	0
0	0.632563101378044	-1.0	5	1
1	-10.0	-1.0	7	1
68	1.85575794331124	-1.0	626	60
0	-10.0	0.00337276	1	0
1	-1.23597419526284	-1.0	3	0
0	2.63070075112083	0.0	1769	0
0	-10.0	0.16217761	1	0
1	0.869793906153229	-1.0	1	1
0	0.6490136634916479	-1.0	1	1
7	1.07760397985181	-1.0	91	9
22	1.34532021737423	-1.0	92	21
0	-10.0	-1.0	4	0
0	-0.510418696010028	-1.0	1	1
1	0.0408788943827737	-1.0	2	0
2	0.753084635105985	-1.0	6	2
3	-10.0	-1.0	115	2
0	1.16792574394721	-1.0	2	1
0	-10.0	0.0	0	0
0	-0.962023707836538	-1.0	2	0
1	1.6921640913608995	-1.0	2	1
1	0.908264970163289	-1.0	1	0
0	-10.0	-1.0	22	0
0	-10.0	0.16217761	1	0
146	2.8635851780584	-1.0	1339	145
146	2.8635851780584	-1.0	1339	145
0	-10.0	0.00157042	2	0
3	-10.0	-1.0	9	5
0	-10.0	-1.0	2	0
27	1.67514297789056	-1.0	141	23
135	1.7506943326587798	-1.0	1099	141
0	-10.0	-1.0	1	0
0	0.726452645983784	-1.0	2	0
0	-10.0	0.0	0	0
0	0.101264549298563	-1.0	1	1
0	-2.1507296332386003	-1.0	54	1
0	-10.0	0.0	0	0
0	-1.01725938936238	-1.0	4	0
1	0.304604773218184	-1.0	6	1
0	-10.0	-1.0	1	0
0	-10.0	0.46342369	3	0
0	-10.0	0.00120366	1	0
0	-1.99868505864563	0.00809844	1	0
31	1.32464443842359	-1.0	410	36
0	-10.0	-1.0	4	0
0	-10.0	0.0010189	7	1
12	1.85575794331124	-1.0	96	12
0	0.8320445600761249	-1.0	4	1
0	-10.0	0.0309593	2	0
0	-2.53125239294469	-1.0	3	0
0	-10.0	0.0	0	0
24	1.85575794331124	-1.0	225	22
1	0.0434459909331558	-1.0	3	1
5	0.917866548419652	-1.0	77	6
0	-10.0	0.0	0	0
0	0.331001753343709	0.0	112	0
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
4	0.742047160588102	-1.0	15	4
1	-2.20556738605708	0.10534376	20	2
0	-10.0	0.00181452	8	1
0	-0.5555091459336501	-1.0	2	0
0	-10.0	-1.0	2	1
1	-10.0	-1.0	28	2
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	0
0	-0.095835364724166	-1.0	5	1
0	-10.0	0.00479366	17	0
8	0.626957518615223	-1.0	88	7
0	-10.0	0.00322727	2	1
0	-2.53125239294469	-1.0	6	0
0	1.61561745402104	0.0	1028	0
0	-0.205942090010534	-1.0	2	2
0	-10.0	-1.0	2	0
7	1.6921640913608995	-1.0	97	10
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	1
2	1.6684022509197398	-1.0	3	0
0	-10.0	-1.0	22	0
1	-10.0	-1.0	5	0
19	1.85575794331124	-1.0	150	16
0	-10.0	0.00016175	4	0
0	-0.281661370009459	-1.0	1	0
39	-10.0	-1.0	248	32
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
14	1.32770357046643	-1.0	128	21
0	-10.0	0.00133308	1	1
9	1.9373676729137	-1.0	42	6
0	-1.69207928283745	-1.0	1	0
1	1.06629133189948	-1.0	3	0
8	1.03802838643507	-1.0	101	9
1	-10.0	0.00097371	4	1
0	1.071537589513	-1.0	1	0
23	1.61561745402104	-1.0	230	34
0	0.272032375410727	-1.0	1	0
0	-10.0	0.0859375	5	0
0	-0.277292072823211	-1.0	2	0
1	1.10389601923508	-1.0	1	1
1	-0.166443989387704	-1.0	1	0
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
214	2.74251768021049	-1.0	1573	211
0	-10.0	0.0	0	0
0	-10.0	0.00107991	1	1
0	-10.0	-1.0	1	0
0	-10.0	0.00814617	30	0
0	-10.0	-1.0	4	1
0	1.20230367120432	-1.0	3	0
0	-1.01360462311989	-1.0	1	0
1	-10.0	0.16383845	2	1
0	0.4685628913933679	-1.0	2	0
0	0.8533767019897671	-1.0	3	1
0	-10.0	0.00923628	19	0
28	1.5246501323211297	-1.0	279	33
1	0.204471985907468	0.00022662	3	1
1	0.21167380707342	-1.0	1	0
0	-10.0	-1.0	11	0
1	-2.53125239294469	0.00072674	6	0
0	-10.0	0.0	21	0
0	0.0849908862685003	-1.0	3	0
0	-0.377055762811742	-1.0	1	0
1	-0.118559347933387	-1.0	1	1
0	-10.0	0.0	0	0
0	-0.623131034083341	-1.0	1	1
0	-0.482624024728096	-1.0	2	0
0	-10.0	0.00160203	1	0
2	-1.6028945098528502	-1.0	5	0
7	0.331001753343709	-1.0	161	9
0	-10.0	-1.0	21	0
0	-10.0	0.0	0	0
0	-10.0	0.0	1	0
5	-1.20830830104818	-1.0	66	9
0	-10.0	-1.0	11	0
0	-10.0	-1.0	31	0
0	-10.0	0.01010145	3	0
0	-0.605252526615514	-1.0	14	0
0	0.759220470107	-1.0	1	0
11	1.5076842866674	-1.0	146	12
14	1.2670929625967802	-1.0	185	13
1	1.01592430401193	-1.0	2	0
0	-10.0	0.0	3	0
2	-10.0	-1.0	4	2
0	-2.53125239294469	0.00150875	3	0
0	-10.0	0.0	0	0
1	0.2003163870283189	-1.0	3	1
0	-1.0657567498334102	-1.0	1	0
11	0.9970791107739492	-1.0	141	16
0	-10.0	0.03090488	3	0
0	0.2302543957324069	-1.0	2	0
0	-0.377055762811742	-1.0	1	0
0	-10.0	0.0	0	0
0	0.9712393548160808	-1.0	1	0
24	1.87352776570283	-1.0	210	21
1	-0.473549305487537	-1.0	1	0
21	1.28990290426824	-1.0	168	25
0	0.5896378424879251	-1.0	1	0
0	-10.0	0.0	0	0
0	0.870981889007304	0.0	1	0
0	-10.0	0.0	0	0
214	-10.0	-1.0	1155	197
0	-0.9919193366070008	-1.0	1	0
0	-10.0	0.00331854	3	0
1	-10.0	0.00513936	3	0
12	1.19534703454519	-1.0	127	14
0	-0.61210213565268	0.00024734	3	1
0	-10.0	0.00953337	2	2
0	-10.0	0.16217761	1	0
0	-10.0	0.00896978	1	0
30	1.58958723987986	-1.0	285	36
0	-1.25095401012857	-1.0	1	0
1	0.341788406753576	-1.0	1	1
2	-0.4265986838066	-1.0	6	0
0	-10.0	0.0	0	0
0	0.21467802129592	-1.0	4	0
0	-10.0	0.0	0	0
0	-10.0	0.00127049	5	0
3	0.92089419949657	-1.0	75	5
20	1.69384616568147	-1.0	117	23
0	-10.0	0.00231192	5	1
1	-10.0	0.16607279	3	1
7	1.1558345997413502	-1.0	52	11
0	0.2270286846146889	-1.0	13	2
0	-2.3803350770415297	-1.0	1	0
1	-10.0	0.16383845	2	1
27	1.19534703454519	-1.0	228	26
1	-10.0	-1.0	1	1
0	-2.53125239294469	0.00047837	1	0
0	-10.0	0.01411257	1	1
1	0.30214245350428304	-1.0	2	0
28	-10.0	-1.0	207	33
2	0.6954759804820471	-1.0	18	3
1	0.376810799701125	-1.0	2	0
0	-10.0	0.0	0	0
3	1.4378855623433	-1.0	22	4
0	-10.0	0.0	0	0
1	1.10679793011446	-1.0	2	0
9	1.87352776570283	-1.0	87	11
0	0.797551655820256	-1.0	5	0
20	1.32464443842359	-1.0	250	17
0	-2.53125239294469	0.00827479	1	1
0	-10.0	0.0	0	0
0	-10.0	0.22603753	2	0
0	-2.342486050237	-1.0	2	0
0	0.603342700218626	-1.0	2	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	1
0	-0.852972744964295	0.05263158	6	0
31	1.32464443842359	-1.0	369	36
0	-0.377055762811742	-1.0	1	0
0	0.565256800456009	0.0	1	0
1	0.23202691382412505	-1.0	10	1
0	-10.0	0.04261586	4	0
0	-0.71948807004942	-1.0	3	2
0	-10.0	0.0	0	0
1	-2.53125239294469	0.00026579	3	1
0	0.0159631069818757	0.0	28	0
1	-10.0	0.16383845	2	1
6	1.5076842866674	-1.0	121	10
1	0.8807027796904481	-1.0	1	1
6	0.331001753343709	-1.0	123	9
0	-10.0	0.0	0	0
0	-2.20556738605708	0.0	59	0
0	0.46413684358811	-1.0	3	0
0	-2.53125239294469	0.00087242	1	0
0	-2.53125239294469	0.00459592	1	0
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
1	0.429958583447942	-1.0	10	2
1	1.23279797144853	-1.0	1	1
0	-2.53125239294469	0.0023504000000000003	3	0
115	-10.0	-1.0	560	108
32	-10.0	-1.0	154	27
1	0.980975543614946	-1.0	4	0
1	-10.0	0.16383845	3	1
0	-10.0	0.0	0	0
1	0.673403427032208	-1.0	3	0
0	0.846376989707356	-1.0	3	1
0	-1.19677705151012	-1.0	3	0
0	-1.78069869076338	-1.0	2	0
214	-10.0	-1.0	1155	197
0	-1.13776162713731	-1.0	1	0
0	-10.0	0.00029328	2	0
14	0.936252294999636	-1.0	215	27
0	-2.53125239294469	0.00149416	3	1
1	1.20051500487051	-1.0	1	0
0	0.289682897193266	0.00152352	1	0
0	-10.0	0.00106331	2	0
20	1.10824983153573	-1.0	195	24
2	-2.53125239294469	0.00166175	7	0
1	0.29035526151897	-1.0	3	0
1	0.873756423471962	-1.0	6	3
0	-10.0	0.01598319	5	0
0	-0.910013642703016	-1.0	1	0
0	-0.095835364724166	0.00079523	1	0
0	-1.20830830104818	0.00038659	15	4
102	1.4403444364022198	-1.0	779	95
0	0.456945298871824	-1.0	2	0
0	-10.0	0.46342369	3	0
0	-10.0	0.0	0	0
0	-2.53125239294469	-1.0	37	0
0	-10.0	-1.0	1	0
1	-10.0	-1.0	1	1
0	-10.0	0.0	0	0
0	-10.0	-1.0	15	0
0	-10.0	0.00283262	2	0
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
2	1.16461265745675	-1.0	11	1
0	-10.0	0.0	0	0
1	-0.101387857532193	-1.0	1	0
0	-10.0	-1.0	27	0
0	-10.0	-1.0	1	0
0	-10.0	0.00157015	1	1
0	-2.53125239294469	0.00220182	5	1
1	-0.118559347933387	-1.0	5	1
2	-2.53125239294469	0.00117314	26	3
14	0.88179666751534	-1.0	76	7
0	0.278674401290229	-1.0	1	0
0	0.496838830662341	-1.0	1	0
0	0.306846436860935	-1.0	1	1
1	-2.20556738605708	0.10534376	20	2
0	-10.0	-1.0	27	0
4	-2.20556738605708	-1.0	54	4
0	-10.0	0.00050872	1	0
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
0	-2.53125239294469	0.00844718	1	1
0	0.6490136634916479	-1.0	2	1
0	0.0224983379483409	-1.0	1	0
0	-2.53125239294469	-1.0	3	0
0	-0.104383790158437	-1.0	3	1
0	-0.38369068003262297	-1.0	2	0
0	0.0224983379483409	-1.0	1	0
0	-2.53125239294469	0.00155234	3	0
0	-1.9448757890393304	-1.0	12	2
1	-2.21117384475145	-1.0	1	0
1	1.05638596856783	-1.0	12	0
1	-2.53125239294469	-1.0	8	0
0	-10.0	0.0	0	0
8	1.01592430401193	-1.0	70	6
2	-2.53125239294469	0.00166175	7	0
1	0.600200913170734	-1.0	1	1
0	-10.0	0.0	0	0
1	-0.0917428341541414	-1.0	1	1
9	1.5692320875873	-1.0	73	9
18	1.40863121588177	-1.0	160	20
0	-10.0	0.0	8	0
3	0.471285711112295	-1.0	10	2
0	0.331001753343709	0.0	117	0
0	-10.0	-1.0	1	0
0	-1.20830830104818	0.0	83	0
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
0	0.331001753343709	0.0	123	0
0	-10.0	0.00369402	2	0
1	1.4117752478481	-1.0	1	1
0	-10.0	0.0096238	5	0
0	-10.0	1.0	1	0
0	-2.53125239294469	0.00299115	1	0
0	-2.53125239294469	0.00120696	1	0
1	1.03593237786764	-1.0	1	0
121	-10.0	-1.0	709	115
0	-10.0	-1.0	2	0
1	-2.53125239294469	0.00134465	2	0
7	0.88179666751534	-1.0	66	4
0	-10.0	0.0	1153	0
1	1.03593237786764	-1.0	1	0
0	-10.0	0.04179039	11	0
0	0.229202915796213	-1.0	2	0
0	0.120849520422355	-1.0	2	1
24	1.87352776570283	-1.0	222	21
0	0.5100557421176409	0.0025436	1	0
0	-10.0	0.0008714	4	1
0	-10.0	-1.0	1	1
42	1.39874893285281	-1.0	428	50
0	0.6785456417554151	-1.0	1	0
3	-10.0	-1.0	59	2
1	-1.6028945098528502	-1.0	3	0
24	1.4819776792291	-1.0	232	19
1	-2.37304664162939	0.00016175	1	1
0	-10.0	-1.0	1	0
0	-10.0	0.00751037	4	0
0	0.980975543614946	0.027833	1	0
0	-10.0	0.01247721	2	0
1	-2.20556738605708	0.10534376	23	2
5	1.10627889519055	-1.0	50	5
0	0.6490136634916479	-1.0	2	1
4	-0.164520466895453	-1.0	30	5
17	1.01368812192132	-1.0	185	26
24	1.58958723987986	-1.0	202	30
0	0.4685628913933679	-1.0	1	0
0	-10.0	0.00054671	2	0
1	0.830941771765424	-1.0	7	2
214	-10.0	-1.0	1155	197
0	0.306252078004528	-1.0	2	2
0	-10.0	0.0	0	0
51	1.69848117542375	-1.0	470	51
0	-2.07716182384158	0.00166067	2	0
81	1.4117752478481	-1.0	728	92
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	0
1	1.06629133189948	-1.0	3	0
20	1.3129266762370702	-1.0	149	25
0	-10.0	0.00170847	1	0
0	-2.53125239294469	-1.0	19	2
0	-10.0	0.0	0	0
0	0.331001753343709	0.0	168	0
102	1.4403444364022198	-1.0	780	95
2	-10.0	-1.0	16	1
17	1.28990290426824	-1.0	99	17
1	-10.0	0.16539408	2	1
0	0.407270259884353	-1.0	1	1
0	-10.0	0.0	0	0
0	-0.632551216803662	0.00032349	3	1
0	0.0260214810505729	0.0002907	1	0
0	0.0159631069818757	0.0	30	0
7	1.59851806908911	-1.0	46	3
4	0.5403778199952439	-1.0	47	7
1	-10.0	0.16383845	2	1
0	-10.0	0.0	28	0
9	-10.0	-1.0	27	11
0	-0.6982935149067441	-1.0	18	0
0	-2.1677224880847	0.00050819	1	0
0	-10.0	0.0	0	0
5	0.0159631069818757	-1.0	33	1
0	-10.0	0.0	0	0
0	-10.0	0.00415351	1	0
0	-0.910013642703016	-1.0	1	0
0	-10.0	0.0	6	0
18	1.65927736339156	-1.0	139	18
0	-0.276965016632095	-1.0	19	1
1	-0.316748921773001	-1.0	1	1
0	1.10824983153573	-1.0	5	1
0	0.0910430290447547	0.00023923	3	0
1	-10.0	0.00094477	1	1
0	-10.0	0.0	0	0
4	0.742047160588102	-1.0	19	7
0	-10.0	0.0	0	0
1	-10.0	-1.0	8	0
7	1.10627889519055	-1.0	70	8
0	-10.0	-1.0	27	0
1	-10.0	0.16607279	2	1
0	-1.44320548803424	0.00055356	1	0
2	1.21204325348451	-1.0	12	2
1	0.535009253041726	-1.0	4	0
0	-1.08840093292077	0.00014535	3	0
5	-0.164520466895453	-1.0	49	6
0	-2.53125239294469	0.00191205	1	0
0	-10.0	-1.0	2	0
0	-10.0	0.0	0	0
0	2.33303410238747	0.0	959	0
0	-1.3930600992537	-1.0	2	1
0	-10.0	-1.0	2	1
0	-0.352633837012323	-1.0	1	0
18	1.39890371617901	-1.0	128	14
0	-10.0	-1.0	2	0
3	-1.83657646193973	-1.0	48	5
0	-2.53125239294469	0.0	18	0
0	1.05325445566098	-1.0	2	1
0	-10.0	-1.0	2	0
213	-10.0	-1.0	1129	195
0	-10.0	-1.0	29	0
0	-2.53125239294469	0.00348968	1	0
0	-10.0	-1.0	4	1
0	-1.20830830104818	0.0	83	0
1	0.7660290980207071	-1.0	7	0
0	-0.913321979887506	-1.0	1	0
0	-10.0	-1.0	12	0
0	-10.0	-1.0	6	0
4	-0.164520466895453	-1.0	34	5
0	-10.0	0.0	0	0
0	-10.0	0.00415351	1	0
0	-10.0	0.00393669	1	0
0	-10.0	0.0	0	0
0	-2.53125239294469	0.00181296	3	0
1	0.7400837259669709	-1.0	1	1
0	-10.0	0.0	0	0
1	0.37271857433702094	-1.0	2	0
0	-1.09082762005622	0.00032349	3	0
1	0.416089432810665	-1.0	1	1
0	-10.0	-1.0	2	0
9	1.66465615150015	-1.0	67	9
0	-10.0	0.0	0	0
0	-2.53125239294469	0.00137094	17	1
4	-0.520905659259085	-1.0	32	3
1	-0.118559347933387	-1.0	1	1
1	-0.473549305487537	-1.0	1	0
7	0.742047160588102	-1.0	51	12
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	0
0	-0.134204327529939	-1.0	3	0
1	-1.85153532354974	0.00018462	1	0
1	0.215135460546292	-1.0	4	2
0	-10.0	0.00020502	2	0
5	1.5076842866674	-1.0	100	9
0	-2.53125239294469	0.00149558	1	0
0	-1.59832093214539	0.00219058	3	0
